company_name,cik,accession,form_type,file_date,period,file_num,industry_group,offering_amount,sold_amount,keywords_found,linkedin,website,email
DocAide Inc  (CIK 0002133574),2133574,0002133574-26-000001,D,2026-05-08,,021-583427,Other Technology,1000000.0,0.0,[],https://ca.linkedin.com/company/docaide,https://www.docaide.ai/,info@docaide.ai
"Blyngz Luxury Technologies, Inc.  (CIK 0002132395)",2132395,0002132395-26-000001,D,2026-05-08,,021-583277,Other Technology,1000000.0,181250.0,[],https://www.linkedin.com/company/blyngz-luxury-technologies-inc,https://www.blyngz.com,info@blyngz.com
"Telepathy Center, Inc.  (CIK 0002133945)",2133945,0002133945-26-000001,D,2026-05-08,,021-583313,Other Technology,144000.0,144000.0,[],https://www.linkedin.com/company/telepathy,https://telepathy.com/,admin@telepathy.com
"Navi AI, Inc.  (CIK 0002089466)",2089466,0002089466-26-000001,D,2026-05-08,,021-583345,Other Technology,1476000.0,1476000.0,[],https://www.linkedin.com/company/joinnavi,https://www.joinnavi.com/,hello@joinnavi.com
"Renovo Concepts, Inc.  (CIK 0001741707)",1741707,0001741707-26-000002,D,2026-05-11,,021-480599,Other Health Care,8550000.0,7391541.0,[],,https://www.renovoconcepts.com,admin@renovoconcepts.com
"TheFirehouseDetroit, LLC  (CIK 0002129569)",2129569,0002129569-26-000001,D,2026-05-11,,020-37074,,100000.0,,[],https://www.linkedin.com/in/darnell-stewart-47b068128,https://thefirehousedetroit.com/,darnell@thefirehousedetroit.com
"5 Generation Bakers, LLC  (CIK 0001751259)",1751259,0001751259-26-000005,D,2026-05-11,,020-37077,,100000.0,,[],https://www.linkedin.com/company/5-generation-bakers,http://www.jennyleeswirlbread.com,scott@5generationbakers.com
"Virtuoso Surgical, Inc.  (CIK 0001742075)",1742075,0001742075-26-000004,D,2026-05-11,,021-583539,Biotechnology,10000000.0,2900000.0,[],https://www.linkedin.com/company/virtuoso-surgical-inc,http://virtuososurgical.net,surgicalrevolution@virtuososurgical.net
"DIFRATECH, INC.  (CIK 0002068715)",2068715,0002068715-26-000001,D,2026-05-11,,021-583528,Other Technology,5000000.0,105000.0,[],,https://difratech.com/,
"Hadron Energy, Inc.  (CIK 0002091991)",2091991,0002091991-26-000001,D,2026-05-11,,021-583458,Other Energy,9935500.0,9935500.0,[],https://www.linkedin.com/company/hadronenergy,https://www.hadronenergy.com,info@hadron-energy.com
Quantropi Inc.  (CIK 0002074720),2074720,0002074720-26-000002,D,2026-05-11,,021-583584,Other Technology,1250000.0,1250000.0,[],,https://www.quantropi.com/,
"Ceresti Health, Inc.  (CIK 0001748143)",1748143,0001748143-26-000001,D,2026-05-11,,021-583568,Other Health Care,9999996.0,9999996.0,[],https://www.linkedin.com/company/ceresti-health-inc.,http://www.ceresti.com,info@ceresti.com
SCOUT Space Inc.  (CIK 0001861219),1861219,0001861219-26-000006,D,2026-05-11,,021-583609,Other Technology,15671658.0,10946661.0,[],https://www.linkedin.com/company/scoutdotspace,https://www.scout.space,info@scout.space
"Evolve Medicus, Inc.  (CIK 0002127193)",2127193,0002127193-26-000001,D,2026-05-12,,021-583731,Other Technology,3000000.0,2245000.0,[],,https://www.evolvemed.org/contact-us/,info@evolvemed.org
ThriveCoin Inc.  (CIK 0002132503),2132503,0002132503-26-000006,D,2026-05-12,,021-583722,Computers,1000000.0,1000000.0,[],https://www.linkedin.com/company/thriveprotocol/,https://www.thrivecoin.com,
"Solum, Inc.  (CIK 0002129973)",2129973,0002129973-26-000001,D,2026-05-12,,021-583688,Other Technology,1075378.0,1075378.0,[],https://www.linkedin.com/company/solum-inc.,http://www.solumtech.com,info@solumtech.com
"Quantasonix Technologies, Inc.  (CIK 0002132819)",2132819,0002132819-26-000001,D,2026-05-12,,021-583729,Other Technology,2000000.0,1900000.0,[],,https://quantasonix.com/,
"Eloo, LLC  (CIK 0002134512)",2134512,0002134512-26-000001,D,2026-05-12,,021-583768,Other Technology,500000.0,340000.0,[],https://www.linkedin.com/company/eloo-ai,https://eloo.nl/,info@eloo.nl
"Axenic Health Solutions, Inc.  (CIK 0001749418)",1749418,0001749418-26-000001,D,2026-05-12,,021-583784,Biotechnology,1000000.0,175029.0,[],https://www.linkedin.com/company/axenic-health-solutions,http://www.axenichealthsolutions.com,contact@axenichealthsolutions.com
Artlocal Inc.  (CIK 0001995998),1995998,0001995998-26-000002,D,2026-05-12,,021-493876,Other Technology,,2414256.0,[],,https://www.artlocalapp.com,info@artlocalapp.com
"Classmate Playdate, Inc.  (CIK 0002021650)",2021650,0002021650-26-000002,D,2026-05-12,,021-524183,Other Technology,,141000.0,[],https://www.linkedin.com/company/classmate-playdate-inc,https://classmateplaydate.com,info@classmateplaydate.com
"THINKSTRUCT, INC.  (CIK 0002133530)",2133530,0002133530-26-000001,D,2026-05-12,,021-583747,Other Technology,1000000.0,1000000.0,[],https://www.linkedin.com/company/thinkstruct-ai,https://thinkstruct.com,
Teamblind Inc.  (CIK 0001651006),1651006,0001651006-26-000007,D,2026-05-12,,021-553257,Other Technology,1999998.0,709352.0,[],https://www.linkedin.com/company/teamblind,https://teamblind.com/,
NorthcrestCapital LTD  (CIK 0002069218),2069218,0002069218-26-000001,D,2026-05-12,,021-583656,Other Technology,5500000.0,500000.0,[],https://www.linkedin.com/company/northcrest-capital,https://www.northcrestcapital.com,info@northcrestcapital.com
"XYMOGEN, INC.  (CIK 0001461854)",1461854,0001461854-26-000004,D,2026-05-13,,021-583859,Other Health Care,4000000.0,0.0,[],https://www.linkedin.com/company/xymogen,https://www.xymogen.com/,info@xymogen.com
"Sentrimed, Inc.  (CIK 0002014313)",2014313,0002014313-26-000002,D,2026-05-13,,021-583894,Biotechnology,1000000.0,250000.0,[],https://www.linkedin.com/company/sentrimed,https://sentrimed.com/,info@sentrimed.com
Riemann Computing Inc.  (CIK 0001760855),1760855,0001760855-26-000003,D,2026-05-13,,020-37084,,50000.0,,[],,https://www.riecomp.org/,
"MigmaAI, Inc  (CIK 0002129710)",2129710,0002129710-26-000002,D,2026-05-13,,021-583926,Other Technology,330000.0,329989.0,[],https://www.linkedin.com/company/migmaai,https://migma.ai,info@migma.ai
Meli Technologies Inc  (CIK 0002134458),2134458,0002134458-26-000001,D,2026-05-13,,021-583905,Other Technology,,100000.0,[],https://www.linkedin.com/company/meely-technologies,https://meely.com,
"STUDENT FIRST, INC.  (CIK 0002134108)",2134108,0002134108-26-000003,D,2026-05-13,,021-583867,Other Technology,3500020.0,3500020.0,[],https://www.linkedin.com/company/studentfirstsis,https://www.studentfirst.com/,
Tycho AI Inc.  (CIK 0001954117),1954117,0001954117-26-000001,D,2026-05-13,,021-583889,Other Technology,8000000.0,8000000.0,[],https://www.linkedin.com/company/tycho-ai,https://www.tycho.ai,info@tycho.ai
OTTera Inc  (CIK 0001875911),1875911,0001875911-26-000003,D,2026-05-13,,021-583917,Other Technology,12000000.0,75000.0,[],https://www.linkedin.com/company/ottera-inc,http://www.ottera.tv,contact@ottera.tv
"Hedy Cyber, Inc.  (CIK 0002079929)",2079929,0002079929-26-000001,D,2026-05-13,,021-583856,Other Technology,5000000.0,850000.0,[],https://www.linkedin.com/company/hedycyber/,https://hedycyber.com/,hello@hedycyber.com
NxtStep Athletics Inc.  (CIK 0002086836),2086836,0002086836-26-000001,D,2026-05-13,,021-583842,Other Technology,300000.0,100000.0,[],,https://www.nxtstepfootball.com,nxtstepfootball@gmail.com
ROQ LLC  (CIK 0002022054),2022054,0002022054-26-000001,D,2026-05-13,,021-583899,Retailing,1606250.0,0.0,[],,https://www.roq.us,hello@roq.us
"Weston AI, Inc.  (CIK 0002134758)",2134758,0002134758-26-000001,D,2026-05-13,,021-583833,Other Technology,500000.0,50000.0,[],,https://www.westwoodai.com/,dakoytag@westwoodai.com
SiteVue AI Inc.  (CIK 0002099261),2099261,0002099261-26-000003,D,2026-05-13,,021-583826,Other Technology,7000000.0,7000000.0,[],https://www.linkedin.com/company/sitevueai,https://sitevue.ai,
Liqid Inc.  (CIK 0001620971),1620971,0001620971-26-000001,D,2026-05-14,,021-583991,Other Technology,15000000.0,8049983.0,[],https://www.linkedin.com/company/liqid-inc,http://liqid.com/,info@liqid.com
"CleanHaus, Inc.  (CIK 0002057524)",2057524,0002057524-26-000003,D,2026-05-14,,021-538953,Other Technology,1781000.0,1531000.0,[],,https://www.cleanhaus.net,info@cleanhaus.net
Paxos Medical Inc.  (CIK 0002131237),2131237,0002131237-26-000002,D,2026-05-14,,021-583960,Other Health Care,5100000.0,2073000.0,[],,https://www.pax-medical.com,info@pax-medical.com
Squad Technologies LLC  (CIK 0001887456),1887456,0001887456-26-000003,D,2026-05-14,,021-416451,Other Technology,8000000.0,6092000.0,[],https://www.linkedin.com/company/squad-technologies-pvt-ltd,https://www.squadtechnologies.com/,
NovaData Solutions Inc.  (CIK 0001942528),1942528,0001942528-26-000003,D,2026-05-14,,021-584010,Other Technology,3465000.0,1694691.0,[],https://www.linkedin.com/company/novadata-solutions-llc,https://novadata-solutions.com/,support@novadata-solutions.com
"EtiraRX, Inc.  (CIK 0001996442)",1996442,0001996442-26-000002,D,2026-05-14,,021-583961,Biotechnology,3000003.0,2277533.0,[],https://www.linkedin.com/company/etirarx,https://www.etirarx.com,contact@etirarx.com
"Track Group, Inc.  (TRCK)  (CIK 0001045942)",1045942,0001045942-26-000002,D,2026-05-14,,021-584071,Other Technology,10315000.0,10315000.0,[],https://www.linkedin.com/company/track-group,https://trackgrp.com,info@trackgrp.com
NeuroMuse Inc.  (CIK 0002112535),2112535,0002112535-26-000002,D,2026-05-14,,021-574379,Other Technology,250000.0,110000.0,[],,https://www.neuromics.com/,pshuster@neuromics.com
"Solius Labs, Inc.  (CIK 0001537914)",1537914,0001537914-26-000003,D,2026-05-14,,021-584059,Other Health Care,17911021.0,3500000.0,[],https://www.linkedin.com/company/solius,http://www.solius.com,info@solius.com
"Gaius Therapeutics, Inc,  (CIK 0002132841)",2132841,0002132841-26-000002,D,2026-05-14,,021-583983,Biotechnology,250000.0,60000.0,[],,https://gaius.bio/,joe@gaius.bio
"Super League Enterprise, Inc.  (SLE)  (CIK 0001621672)",1621672,0001621672-26-000002,D,2026-05-14,,021-584033,Other Technology,5142846.0,4313058.0,[],https://www.linkedin.com/company/superleagueenterprise,https://www.superleague.com,contactus@superleague.com
"Prism Layer AI, Inc.  (CIK 0002133683)",2133683,0002133683-26-000001,D,2026-05-15,,021-584292,Other Technology,1000000.0,1000000.0,[],https://www.linkedin.com/company/prism-layer,https://prismlayer.net/,contact@prismlayer.io
"Shortcut Mobile, Inc.  (CIK 0002135306)",2135306,0002135306-26-000001,D,2026-05-15,,021-584276,Other Technology,,100000.0,[],https://www.linkedin.com/company/shortcutmobile,https://www.getshortcut.co,hello@getshortcut.co
Solinas Technologies Inc.  (CIK 0002027826),2027826,0002027826-26-000004,D,2026-05-15,,021-584280,Other Technology,72859.0,72859.0,[],https://ca.linkedin.com/company/solinas-technologies,https://solinastechnologies.com,info@solinastechnologies.com
"Data Management & Compliance, Inc. DBA Warchest  (CIK 0002134306)",2134306,0002134306-26-000001,D,2026-05-15,,021-584169,Computers,3500000.0,2203000.0,[],,https://www.dmcapp.com/,info@dmcapp.com
"Scope Anesthesia of North Carolina, PLLC  (CIK 0002005209)",2005209,0002005209-26-000003,D,2026-05-15,,021-584146,Other Health Care,77270.0,77270.0,[],https://www.linkedin.com/company/scopeanesthesianc,https://scopeanesthesia.com,HR@scopeanesthesia.com
"GENI COMPUTERS, INC.  (CIK 0002135268)",2135268,0002135268-26-000001,D,2026-05-15,,021-584251,Other Technology,2000000.0,1840000.0,[],https://www.linkedin.com/company/playgeni,https://www.playgeni.com,
"MedZero, Inc.  (CIK 0001854430)",1854430,0001854430-26-000001,D,2026-05-15,,021-394258,Other Technology,4500000.0,3905000.0,[],https://www.linkedin.com/company/medzero,https://www.medzero.com,info@medzero.com
"Bayesline, Inc.  (CIK 0002133628)",2133628,0002133628-26-000001,D,2026-05-15,,021-584216,Other Technology,6194999.0,5785478.0,[],https://www.linkedin.com/company/bayesline,https://bayesline.com,
"MapperHealth, LLC  (CIK 0001942430)",1942430,0001942430-26-000004,D,2026-05-15,,021-455715,Other Health Care,9950000.0,8200000.0,[],https://www.linkedin.com/company/mapperhealth,http://rxmapper.com/,
Graton Station  (CIK 0002099701),2099701,0002099701-26-000002,D,2026-05-15,,020-37090,,50000.0,,[],,https://www.graton.org,gcsd@sonic.net
"ForGood Technologies, LLC  (CIK 0002134884)",2134884,0002134884-26-000001,D,2026-05-15,,021-584177,Other Technology,1500000.0,0.0,[],https://www.linkedin.com/company/forgoodglobal,http://www.forgoodglobal.com,
Kin Denver DVM Group LLC  (CIK 0002115693),2115693,0002115693-26-000001,D,2026-05-15,,021-584208,Other Health Care,,625000.0,[],https://www.linkedin.com/company/kin-veterinary-emergency-and-specialty-center,https://kin.vet,careers@kin.vet
"Auxilium Health, Inc.  (CIK 0002135544)",2135544,0002135544-26-000002,D,2026-05-15,,021-584283,Biotechnology,4000000.0,3000000.0,[],https://www.linkedin.com/company/auxilium-health-inc,https://www.auxiliumhealth.xyz/,info@auxiliumhealth.xyz
